wrkstat,occ,prestige,wrkslf,occ80,prestg80,marital,agewed,divorce,widowed,spocc,sppres,spwrkslf,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,family16,income,rincome,size,polviews,natarms,natfare,eqwlth,russia,japan,england,china,relig,fund,attend,relig16,fund16,sprel,spfund,sprel16,spfund16,racseg,happy,hapmar,health,life,trust,satcity,sathobby,satfam,satfrnd,sathealt,jobinc,jobsec,jobhour,jobpromo,jobmeans,rank,fepol,fecare,abnomore,abpoor,absingle,chldmore,tvhours,memnum,year
7,0,0,0,0,0,2,15,1,0,0,0,0,55,12,10,12,97,1,0,1,7,2,1,4,8,0,1,0,12,4,3,1,0,5,5,-1,5,1,1,0,1,1,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,1,3,2,5,4,0,2,0,2,2,2,2,16,-1,91
1,0,0,2,229,61,5,0,0,0,0,0,0,33,16,12,13,97,3,1,1,7,2,1,3,8,1,12,12,12,6,0,0,5,2,0,-1,2,1,1,7,1,1,0,0,0,0,0,1,0,0,0,1,3,2,1,3,4,0,0,0,0,0,0,2,0,0,0,0,1,3,2,91
1,0,0,1,96,68,1,34,2,2,0,0,2,63,16,99,6,16,3,9,0,3,1,1,4,2,1,12,12,34,3,3,2,2,-1,-1,-1,-1,1,2,9,1,3,1,2,1,3,4,2,1,1,1,1,4,1,1,1,1,4,3,5,2,1,0,0,0,1,1,1,0,-1,7,91
7,0,0,0,0,0,2,26,2,0,0,0,0,99,99,16,99,97,9,4,9,7,2,1,3,2,1,99,0,34,9,0,0,0,-1,-1,-1,-1,9,9,9,9,9,0,0,0,0,9,9,0,9,9,0,0,0,0,0,0,9,9,9,9,9,0,1,0,9,9,9,9,99,-1,91
1,0,0,2,234,57,1,23,2,2,0,0,2,54,12,8,12,12,1,0,1,1,1,1,1,2,1,13,13,34,7,2,3,7,4,6,-1,3,1,2,3,1,1,1,2,1,2,0,2,2,0,0,3,3,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,2,1,4,91
1,0,0,2,14,64,1,23,2,2,0,0,2,51,16,12,12,20,3,1,1,4,2,1,3,2,1,12,12,34,6,0,0,7,-1,-1,-1,-1,1,3,2,1,3,1,2,1,2,4,2,1,1,2,1,5,4,2,2,1,3,5,4,2,1,0,0,0,1,1,1,0,-1,6,91
2,0,0,2,95,66,4,22,0,2,0,0,0,29,15,99,99,97,1,0,9,7,2,1,3,2,0,12,11,34,4,3,3,2,-1,-1,-1,-1,2,2,0,4,3,0,0,0,0,4,3,0,2,2,2,5,3,4,4,4,2,3,4,5,1,0,0,0,2,8,2,0,-1,4,91
2,0,0,2,313,46,5,0,0,0,0,0,0,51,15,12,12,97,1,1,1,7,2,1,3,2,1,12,3,8,4,0,0,0,5,4,-1,5,2,2,8,2,2,0,0,0,0,3,2,0,2,1,0,0,0,0,0,0,1,4,3,5,2,0,2,0,2,2,2,2,3,-1,91
7,0,0,0,0,0,1,17,1,2,0,0,2,84,8,98,98,6,0,0,0,0,2,1,2,2,1,10,0,8,4,2,2,5,1,1,-1,2,1,3,6,1,3,1,3,1,3,0,2,2,0,0,1,5,7,2,4,5,0,0,0,0,0,0,1,0,0,0,0,2,4,0,91
1,0,0,2,19,51,1,19,2,2,0,0,1,43,15,12,12,16,1,1,1,3,2,1,3,3,1,12,10,8,4,0,0,3,-1,-1,-1,-1,1,2,5,1,3,1,2,1,2,3,2,2,2,2,1,4,3,2,3,2,2,5,3,4,1,0,0,0,1,1,1,0,-1,1,91
1,0,0,2,577,46,1,28,1,2,0,0,2,44,12,14,11,12,1,1,0,1,1,1,3,2,1,12,12,8,5,0,0,4,4,2,-1,4,1,2,6,1,2,1,2,1,2,0,2,2,0,0,1,4,3,2,2,4,0,0,0,0,0,0,2,0,0,0,0,2,2,4,91
3,0,0,2,368,28,1,25,2,2,0,0,2,30,12,11,11,12,1,1,1,1,1,1,3,2,1,10,10,8,6,0,0,0,8,2,-1,2,1,1,2,1,1,1,1,1,1,4,2,1,3,3,0,0,0,0,0,0,2,4,5,3,1,0,2,0,2,2,2,1,2,-1,91
5,0,0,2,825,40,1,37,2,2,0,0,2,81,7,97,98,8,0,7,0,0,1,1,3,2,5,11,0,1,6,0,0,2,-1,-1,-1,-1,1,2,3,1,1,1,2,1,2,3,1,1,2,2,1,2,2,1,1,4,4,3,5,2,1,0,0,0,2,1,2,0,-1,1,91
5,0,0,2,744,28,2,25,2,0,0,0,0,74,8,8,8,97,0,0,0,7,2,1,1,2,3,9,99,1,4,0,0,0,4,3,-1,3,1,2,0,1,1,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,3,4,5,1,2,0,1,0,1,1,1,2,5,-1,91
1,0,0,2,785,35,3,22,0,2,0,0,0,30,12,12,12,97,1,1,1,7,1,1,5,2,1,11,11,1,1,1,3,1,8,9,-1,9,1,2,3,1,2,0,0,0,0,0,2,0,0,0,2,4,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,3,1,91
1,0,0,2,207,60,1,99,1,9,0,0,2,42,12,10,13,12,1,0,1,1,2,1,1,2,1,11,10,1,4,0,0,3,-1,-1,-1,-1,1,3,3,1,3,1,2,1,2,4,2,1,3,1,2,4,2,1,1,1,2,4,5,3,1,0,0,0,2,2,1,0,-1,2,91
1,0,0,2,887,19,5,0,0,0,0,0,0,21,10,97,10,97,1,7,1,7,1,1,3,2,5,9,9,1,4,2,3,0,2,3,-1,0,2,2,1,2,2,0,0,0,0,3,2,0,2,1,0,0,0,0,0,0,1,2,5,3,4,0,2,0,2,2,1,1,4,-1,91
1,0,0,2,769,34,1,23,2,2,0,0,2,62,8,98,98,12,0,0,0,1,1,1,2,2,1,12,12,1,4,0,0,3,2,2,-1,2,1,2,7,1,2,1,2,1,2,0,2,1,0,0,2,4,1,1,3,3,0,0,0,0,0,0,2,0,0,0,0,2,4,0,91
6,0,0,0,0,0,5,0,0,0,0,0,0,18,11,16,17,97,0,3,4,7,2,1,3,2,1,12,0,2,3,3,2,3,-1,-1,-1,-1,2,2,7,2,2,0,0,0,0,4,2,0,1,1,1,2,1,1,1,1,2,5,3,4,1,0,0,0,1,1,1,0,-1,4,91
1,0,0,2,157,66,1,23,2,2,0,0,2,44,17,3,3,17,4,0,0,4,1,1,3,2,1,12,12,2,2,0,0,0,0,0,-1,0,1,2,7,1,3,1,2,2,2,4,1,1,1,1,0,0,0,0,0,0,2,5,3,4,1,0,2,0,2,2,2,2,2,-1,91
1,0,0,2,157,66,1,28,2,2,0,0,2,38,18,19,16,12,4,4,3,1,1,1,3,2,1,12,12,2,4,3,3,3,5,2,-1,3,2,2,7,2,2,1,1,1,1,0,2,2,0,0,1,3,4,2,2,2,0,0,0,0,0,0,2,0,0,0,0,2,1,5,91
1,0,0,2,446,51,2,18,2,0,0,0,0,54,12,12,12,97,1,1,1,7,2,1,1,2,3,11,9,2,4,0,0,4,-1,-1,-1,-1,2,2,7,2,2,0,0,0,0,4,2,0,1,1,1,2,1,1,1,1,3,2,4,5,1,0,0,0,2,2,2,0,-1,2,91
2,0,0,1,277,22,1,21,2,2,0,0,2,31,13,12,11,18,1,0,1,4,2,1,1,2,1,12,3,2,4,2,2,0,4,4,-1,4,1,3,2,2,2,1,3,1,3,4,2,1,1,1,0,0,0,0,0,0,2,5,4,1,3,0,2,0,2,2,2,2,4,-1,91
1,0,0,2,844,50,1,18,2,2,0,0,2,35,11,98,99,11,0,8,9,0,1,1,2,2,1,9,9,4,2,0,0,1,3,3,-1,3,4,3,0,1,2,1,1,1,1,0,2,1,0,0,2,6,6,6,6,6,0,0,0,0,0,0,2,0,0,0,0,2,5,1,91
1,0,0,2,453,22,3,18,0,2,0,0,0,38,12,7,8,97,1,0,0,7,2,1,1,2,1,10,10,4,4,2,2,4,-1,-1,-1,-1,1,3,5,1,1,0,0,0,0,4,3,0,2,3,2,4,6,2,2,2,2,3,4,5,1,0,0,0,2,2,2,0,-1,3,91
1,0,0,2,518,30,1,20,2,2,0,0,2,52,12,12,12,12,1,1,1,1,1,1,3,2,1,12,12,4,3,0,0,0,3,4,-1,4,1,3,5,1,1,1,3,1,3,4,2,1,2,1,0,0,0,0,0,0,3,4,5,2,1,0,2,0,2,1,1,2,4,-1,91
1,0,0,1,243,44,1,18,2,2,0,0,1,40,13,8,12,8,1,0,1,0,2,1,3,2,1,11,9,4,3,2,2,2,4,4,-1,5,1,3,0,1,3,1,3,1,3,0,2,2,0,0,1,3,6,4,4,5,0,0,0,0,0,0,2,0,0,0,0,2,2,2,91
2,0,0,2,406,29,2,21,1,0,0,0,0,55,11,4,12,97,0,0,1,7,2,1,1,2,1,3,1,4,4,2,2,1,4,4,-1,4,1,1,7,1,1,0,0,0,0,0,2,0,0,0,1,1,2,4,3,6,0,0,0,0,0,0,1,0,0,0,0,2,2,1,91
1,0,0,1,757,30,1,31,2,2,0,0,2,34,12,12,12,11,1,1,1,0,1,1,2,2,1,7,7,4,4,0,0,7,-1,-1,-1,-1,4,3,0,1,3,4,3,4,3,1,2,1,2,2,1,4,2,2,3,3,2,5,4,3,1,0,0,0,2,1,2,0,-1,1,91
7,0,0,2,777,30,2,19,1,0,0,0,0,68,12,3,11,97,1,0,0,7,2,1,2,2,1,9,99,4,2,2,3,0,9,9,-1,2,1,3,5,1,3,0,0,0,0,4,3,0,1,3,0,0,0,0,0,0,1,4,3,2,5,0,2,0,1,1,1,2,2,-1,91
2,0,0,2,435,28,1,25,2,2,0,0,2,29,12,9,12,13,1,0,1,1,2,1,3,2,1,12,5,1,5,0,0,4,2,1,-1,2,2,2,0,2,2,1,3,1,3,0,1,1,0,0,2,4,5,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1,5,0,91
1,0,0,2,777,30,1,21,2,2,0,0,2,38,12,7,97,12,1,0,7,1,1,1,2,2,4,12,12,1,6,2,3,3,-1,-1,-1,-1,1,3,2,1,3,1,3,1,3,4,2,1,2,2,1,2,1,1,1,1,3,2,5,1,4,0,0,0,2,2,1,0,-1,3,91
7,0,0,2,446,51,1,19,2,2,0,0,2,27,11,11,9,12,1,0,1,1,2,1,1,2,1,9,99,1,4,3,2,3,4,4,-1,4,1,1,0,1,1,1,1,1,1,0,1,2,0,0,2,2,2,1,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,91
1,0,0,2,699,43,1,25,1,2,0,0,2,55,12,9,9,12,1,0,0,1,1,1,2,2,1,12,12,1,4,2,3,0,-1,2,-1,-1,1,3,0,1,3,1,3,2,2,4,2,1,2,1,0,0,0,0,0,0,4,3,5,2,1,0,2,0,2,2,2,2,2,-1,91
5,0,0,2,769,34,1,28,2,2,0,0,2,63,9,98,98,98,0,0,0,0,2,1,2,2,3,10,99,1,6,1,2,1,-1,-1,-1,-1,1,1,5,1,1,4,3,4,3,4,1,1,3,1,1,1,1,1,1,4,1,5,2,3,4,0,0,0,2,2,1,0,-1,0,91
1,0,0,2,56,62,1,27,2,2,0,0,2,43,15,8,8,13,2,0,0,1,1,1,2,2,1,12,12,1,6,0,0,0,3,8,-1,4,1,1,5,1,1,1,3,1,3,4,2,3,2,2,0,0,0,0,0,0,1,2,3,5,4,0,2,0,1,1,1,2,1,-1,91
2,0,0,2,435,28,3,19,0,2,0,0,0,65,12,8,8,97,1,0,0,7,2,1,2,2,1,5,5,1,4,2,2,2,2,2,-1,5,1,3,0,1,3,0,0,0,0,0,2,0,0,0,2,2,3,2,3,3,0,0,0,0,0,0,1,0,0,0,0,2,5,0,91
5,0,0,2,156,64,2,34,2,0,0,0,0,80,14,8,8,97,1,0,0,7,2,1,3,1,1,12,0,7,4,0,0,3,-1,-1,-1,-1,1,3,4,1,3,0,0,0,0,4,1,0,4,1,2,2,2,2,2,2,3,4,5,2,1,0,0,0,1,1,1,0,-1,1,91
1,0,0,1,19,51,5,0,0,0,0,0,0,25,14,12,12,97,2,1,1,7,1,1,5,1,0,12,12,7,6,2,3,0,3,1,-1,2,1,9,7,1,9,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,3,5,4,2,1,0,1,0,2,2,2,1,0,-1,91
5,0,0,2,447,42,3,23,0,2,0,0,0,60,12,99,99,97,1,9,9,7,2,1,3,1,0,5,0,7,6,0,0,4,5,5,-1,4,2,2,0,2,2,0,0,0,0,0,2,0,0,0,2,2,5,4,4,5,0,0,0,0,0,0,2,0,0,0,0,2,6,2,91
1,0,0,2,744,28,5,0,0,0,0,0,0,21,12,12,12,97,1,1,1,7,2,1,3,1,1,9,9,7,4,2,2,4,-1,-1,-1,-1,2,2,2,2,2,0,0,0,0,4,2,0,2,2,1,3,2,2,3,2,1,3,5,4,2,0,0,0,2,2,2,0,-1,0,91
2,0,0,2,276,29,1,16,2,2,0,0,2,23,10,9,9,12,0,0,0,1,2,1,6,2,1,10,3,7,5,0,0,0,2,0,-1,2,1,1,1,2,2,2,2,2,2,4,2,2,3,2,0,0,0,0,0,0,1,4,5,3,2,0,2,0,2,2,2,1,10,-1,91
7,0,0,0,0,0,2,17,2,0,0,0,0,58,9,98,99,97,0,0,9,7,2,1,3,0,1,6,0,7,5,1,1,3,2,4,-1,4,1,1,5,2,2,0,0,0,0,0,2,0,0,0,2,2,1,1,7,6,0,0,0,0,0,0,2,0,0,0,0,2,1,0,91
1,0,0,2,719,34,1,17,1,2,0,0,2,36,11,12,10,11,0,1,0,0,2,1,5,1,3,12,12,7,6,2,3,0,4,4,-1,4,2,2,0,2,2,1,3,1,3,4,2,1,1,2,0,0,0,0,0,0,2,4,5,3,1,0,2,0,2,2,2,2,1,-1,91
1,0,0,1,534,42,1,21,2,2,0,0,1,53,12,8,8,12,1,0,0,1,1,1,3,1,1,12,12,2,7,0,0,6,3,9,-1,2,2,2,7,2,2,1,3,1,3,0,2,1,0,0,2,1,3,1,5,1,0,0,0,0,0,0,2,0,0,0,0,2,3,4,91
1,0,0,2,253,45,1,20,2,2,0,0,2,30,15,12,16,14,1,1,3,1,1,1,1,1,1,13,13,2,5,3,8,5,-1,-1,-1,-1,1,3,7,2,2,1,3,2,2,4,1,1,2,8,2,5,2,1,2,3,2,3,5,4,1,0,0,0,1,1,1,0,-1,5,91
1,0,0,1,887,19,1,21,2,2,0,0,1,28,16,14,12,14,3,2,1,1,2,1,3,1,2,12,11,2,4,0,0,5,-1,-1,-1,-1,1,3,7,1,3,1,3,1,3,4,2,2,1,1,1,3,2,2,2,1,4,3,5,2,1,0,0,0,1,2,2,0,-1,1,91
5,0,0,2,747,29,2,28,2,0,0,0,0,72,6,98,98,97,0,8,8,7,2,1,3,1,1,6,0,2,6,2,8,0,3,-1,-1,8,1,3,5,1,3,0,0,0,0,3,3,0,4,3,0,0,0,0,0,0,3,1,2,5,4,0,1,0,8,2,2,2,8,-1,91
2,0,0,2,337,47,1,18,2,2,0,0,2,26,14,14,12,13,1,2,1,1,2,1,3,1,1,12,8,3,4,1,2,4,5,2,-1,4,2,2,2,2,2,2,2,2,2,0,1,1,0,0,1,2,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,1,6,0,91
1,0,0,2,19,51,1,25,2,2,0,0,1,39,13,97,14,16,1,7,2,3,1,1,1,1,5,12,12,3,5,0,0,4,-1,-1,-1,-1,1,3,3,1,3,1,3,2,2,4,2,1,2,2,2,1,4,1,3,2,1,5,4,3,2,0,0,0,1,1,1,0,-1,2,91
2,0,0,2,387,43,5,0,0,0,0,0,0,23,12,12,12,97,1,1,1,7,1,1,3,1,1,10,1,3,4,3,2,0,1,2,-1,3,2,2,6,2,2,0,0,0,0,4,2,0,2,1,0,0,0,0,0,0,5,3,4,2,1,0,2,0,2,2,2,1,6,-1,91
2,0,0,2,157,66,5,0,0,0,0,0,0,26,14,8,12,97,2,0,1,7,1,1,1,1,1,9,9,3,6,0,0,5,0,2,-1,4,1,1,8,2,2,0,0,0,0,0,2,0,0,0,2,5,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,2,1,2,91
1,0,0,2,197,48,1,25,2,2,0,0,1,45,15,97,14,18,1,7,1,4,2,1,6,1,5,13,13,3,3,3,3,3,-1,-1,-1,-1,2,2,3,2,2,2,2,4,3,3,1,2,1,1,1,2,1,1,1,1,2,5,4,3,1,0,0,0,2,2,2,0,-1,2,91
2,0,0,2,213,60,1,23,2,2,0,0,2,62,16,14,14,12,3,1,2,1,1,1,1,1,1,13,13,3,2,0,0,0,4,2,-1,6,1,3,7,1,3,2,2,2,2,4,2,1,2,1,0,0,0,0,0,0,5,4,2,3,1,0,2,0,2,2,2,2,99,-1,91
1,0,0,2,785,35,2,21,1,0,0,0,0,80,9,98,8,97,0,9,0,7,2,1,3,1,1,10,9,3,2,2,3,3,5,4,-1,6,1,3,2,1,3,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,2,3,2,91
5,0,0,0,0,0,1,34,9,2,0,0,2,74,12,98,8,12,1,8,0,1,1,1,1,3,1,11,0,2,8,0,0,1,-1,-1,-1,-1,1,1,6,1,1,1,1,1,2,4,2,1,3,2,1,3,3,2,2,4,9,9,9,9,9,0,0,0,2,2,2,0,-1,1,91
2,0,0,2,729,27,5,0,0,0,0,0,0,24,12,97,13,97,1,7,1,7,2,1,3,3,5,4,2,2,4,3,1,0,2,2,-1,2,1,1,2,1,1,0,0,0,0,4,2,0,2,2,0,0,0,0,0,0,1,3,5,2,4,0,2,0,2,2,2,2,1,-1,91
1,0,0,1,19,51,1,20,1,2,0,0,1,46,12,8,12,12,1,0,1,1,1,1,5,3,1,13,13,2,6,0,0,5,4,9,-1,4,1,2,2,1,2,1,2,1,2,0,2,2,0,0,1,3,1,1,2,4,0,0,0,0,0,0,2,0,0,0,0,2,6,2,91
1,0,0,2,694,38,1,22,2,2,0,0,2,32,14,8,12,14,1,0,1,1,1,1,5,9,1,12,12,34,5,2,3,7,-1,-1,-1,-1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,4,2,1,2,3,3,4,5,2,1,0,0,0,2,2,2,0,-1,4,91
1,0,0,1,243,44,1,26,2,9,0,0,1,50,12,12,12,12,1,1,1,1,1,1,3,3,1,2,99,2,3,0,0,0,2,2,-1,-1,4,3,2,1,3,2,2,2,2,4,2,2,2,1,0,0,0,0,0,0,9,9,9,9,9,0,2,0,1,1,1,2,3,-1,91
1,0,0,2,157,66,5,0,0,0,0,0,0,38,16,20,8,97,3,4,0,7,1,1,1,3,1,11,11,2,6,2,3,5,9,3,-1,2,4,3,0,1,3,0,0,0,0,0,2,0,0,0,1,4,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,2,5,3,91
1,0,0,2,243,44,3,24,0,1,0,0,0,40,12,8,12,97,1,0,1,7,1,1,5,3,1,12,12,2,3,0,0,2,-1,-1,-1,-1,1,3,4,2,2,0,0,0,0,3,1,0,1,1,1,2,2,2,2,1,4,3,5,2,1,0,0,0,1,2,2,0,-1,1,91
4,0,0,2,853,38,1,25,2,2,0,0,2,51,11,8,12,12,0,0,1,1,1,1,2,3,1,12,10,2,4,3,3,0,3,0,-1,4,1,3,5,1,2,1,3,1,3,3,2,2,2,2,0,0,0,0,0,0,4,5,3,2,1,0,2,0,2,1,1,2,2,-1,91
8,0,0,2,505,40,3,21,0,2,0,0,0,59,8,4,8,97,0,0,0,7,1,1,3,3,1,10,0,1,4,2,8,1,0,0,-1,9,1,1,1,4,3,0,0,0,0,0,2,0,0,0,2,7,3,1,6,7,0,0,0,0,0,0,2,0,0,0,0,2,2,1,91
1,0,0,2,276,29,2,20,2,0,0,0,0,57,12,12,16,97,1,1,3,7,2,1,3,3,0,10,10,1,2,0,0,3,-1,-1,-1,-1,1,3,5,1,1,0,0,0,0,2,1,0,1,1,1,1,1,2,1,1,5,3,4,2,1,0,0,0,1,2,1,0,-1,1,91
1,0,0,2,759,30,1,26,2,2,0,0,2,27,12,97,8,12,1,7,0,1,2,1,1,3,5,11,9,1,2,1,1,0,2,0,-1,3,1,1,2,1,1,1,1,1,1,3,1,2,2,1,0,0,0,0,0,0,4,3,5,1,2,0,2,0,8,8,2,1,2,-1,91
6,0,0,1,378,24,5,0,0,0,0,0,0,23,13,12,12,97,0,1,1,7,1,1,3,3,1,9,9,1,5,0,0,4,1,2,-1,3,1,1,3,1,1,0,0,0,0,0,2,0,0,0,2,6,3,2,1,4,0,0,0,0,0,0,2,0,0,0,0,1,4,0,91
1,0,0,2,156,64,5,0,0,0,0,0,0,38,16,12,12,97,3,1,1,7,2,1,1,3,3,11,11,1,4,9,9,1,-1,-1,-1,-1,1,3,3,1,3,0,0,0,0,4,1,0,1,1,1,2,2,2,2,2,3,4,5,1,2,0,0,0,2,2,2,0,-1,1,91
1,0,0,1,505,40,1,20,2,2,0,0,0,28,14,12,12,12,1,1,1,1,1,1,1,3,1,9,9,1,8,0,0,0,2,0,-1,2,1,3,4,1,1,1,3,1,2,4,2,2,2,2,0,0,0,0,0,0,2,3,5,1,4,0,1,0,1,1,1,2,1,-1,91
2,0,0,2,303,51,2,23,2,0,0,0,0,52,13,6,12,97,1,0,1,7,2,1,5,3,1,12,6,1,2,3,3,1,9,9,-1,2,2,2,6,2,2,0,0,0,0,0,2,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,3,3,91
1,0,0,1,558,54,3,20,0,2,0,0,0,52,11,98,98,97,1,9,9,7,1,1,4,3,1,11,11,1,4,3,3,0,9,9,-1,9,2,2,2,2,2,0,0,0,0,4,2,0,2,2,0,0,0,0,0,0,2,5,4,3,1,0,2,0,2,2,2,2,3,-1,91
1,0,0,2,777,30,5,0,0,0,0,0,0,39,12,12,12,97,1,1,1,7,1,1,2,3,1,11,11,1,4,0,0,4,0,0,-1,0,1,3,2,1,3,0,0,0,0,0,2,0,0,0,1,5,4,4,4,4,0,0,0,0,0,0,2,0,0,0,0,2,3,0,91
2,0,0,2,447,42,1,18,1,2,0,0,2,41,14,8,9,11,1,0,0,0,2,1,1,3,1,12,4,1,4,2,2,2,-1,-1,-1,-1,2,2,3,2,2,4,3,1,1,4,2,1,1,1,1,6,2,1,2,2,3,4,5,2,1,0,0,0,2,2,1,0,-1,1,91
7,0,0,2,36,50,1,19,2,2,0,0,2,55,14,14,12,14,1,2,1,2,2,1,6,3,1,13,0,4,3,0,0,1,-1,-1,-1,-1,2,2,7,2,2,2,2,2,2,2,2,2,2,2,1,6,1,1,1,1,3,4,5,2,1,0,0,0,1,1,1,0,-1,2,91
1,0,0,2,156,64,1,19,2,2,0,0,2,36,18,4,12,12,4,0,1,1,2,1,3,3,1,12,12,4,5,2,1,0,4,3,-1,3,1,1,3,1,1,1,1,1,1,4,1,1,3,1,0,0,0,0,0,0,4,3,2,5,1,0,2,0,1,1,1,2,1,-1,91
1,0,0,2,228,43,3,19,0,2,0,0,0,33,14,8,11,97,1,0,0,7,2,1,1,3,2,9,2,4,3,0,0,2,3,3,-1,3,1,1,0,1,1,0,0,0,0,0,2,0,0,0,2,4,4,4,3,3,0,0,0,0,0,0,2,0,0,0,0,2,2,0,91
5,0,0,2,313,46,1,24,2,2,0,0,2,67,13,12,8,12,1,1,0,1,2,1,3,3,1,12,0,4,4,2,2,5,-1,-1,-1,-1,1,3,1,1,3,1,3,1,3,3,1,1,1,1,2,1,3,1,2,2,4,3,5,2,1,0,0,0,1,1,1,0,-1,1,91
1,0,0,2,313,46,1,18,2,2,0,0,2,48,13,12,12,14,1,1,1,1,2,1,3,3,1,13,13,4,4,0,0,0,9,9,-1,9,2,2,7,2,2,2,2,1,3,3,2,1,1,1,0,0,0,0,0,0,1,2,5,4,3,0,2,0,2,2,2,2,2,-1,91
7,0,0,2,736,40,1,19,2,2,0,0,2,20,12,14,12,11,1,2,1,0,2,1,1,3,1,98,4,4,6,8,2,4,2,1,-1,2,1,1,4,1,1,1,1,1,1,0,1,1,0,0,2,1,8,1,1,3,0,0,0,0,0,0,2,0,0,0,0,1,4,0,91
1,0,0,1,259,49,1,21,2,2,0,0,2,38,16,13,13,18,3,1,1,4,1,1,3,3,1,12,10,4,4,0,0,2,-1,-1,-1,-1,2,2,7,2,2,2,2,1,3,4,2,2,2,1,1,2,1,1,2,2,2,5,4,3,1,0,0,0,2,2,2,0,-1,3,91
5,0,0,2,754,25,2,16,2,0,0,0,0,68,7,98,98,97,0,0,0,7,2,1,1,6,1,98,0,4,8,0,0,0,-1,9,-1,1,1,1,8,1,1,0,0,0,0,8,2,0,4,2,0,0,0,0,0,0,1,2,3,4,5,0,8,0,2,2,2,2,3,-1,91
1,0,0,2,213,60,1,19,1,2,0,0,2,41,12,12,12,12,1,1,1,1,2,1,1,3,1,12,12,4,6,2,2,3,7,5,-1,5,1,1,5,1,1,2,2,1,1,0,2,2,0,0,1,1,6,1,3,3,0,0,0,0,0,0,2,0,0,0,0,2,2,4,91
1,0,0,2,889,24,1,24,2,2,0,0,2,25,16,8,12,14,2,0,1,1,1,1,2,3,1,9,9,4,4,0,0,4,-1,-1,-1,-1,1,2,3,1,2,1,2,1,2,3,2,2,2,1,1,2,1,2,1,2,3,1,2,5,4,0,0,0,1,1,1,0,-1,2,91
7,0,0,0,0,0,1,17,2,2,0,0,2,49,11,6,8,9,0,0,0,0,2,1,2,3,1,12,0,4,6,2,2,0,2,3,-1,4,1,1,7,1,1,4,3,1,1,1,2,1,2,2,0,0,0,0,0,0,3,2,4,5,1,0,8,0,2,2,2,2,5,-1,91
7,0,0,2,447,42,1,22,2,2,0,0,2,57,12,97,98,13,1,7,8,1,2,1,6,3,7,13,0,2,8,0,0,5,5,5,-1,4,2,2,7,2,2,2,2,2,2,0,1,1,0,0,3,1,1,3,4,3,0,0,0,0,0,0,1,0,0,0,0,2,5,0,91
2,0,0,2,389,33,1,18,2,2,0,0,2,44,13,8,8,12,1,0,0,1,2,1,1,3,1,12,2,2,6,0,0,0,4,5,-1,5,1,1,1,1,1,1,1,4,3,3,1,2,1,1,0,0,0,0,0,0,3,2,5,4,1,0,8,0,2,2,2,2,4,-1,91
7,0,0,2,777,30,2,17,2,0,0,0,0,73,8,3,7,97,0,0,0,7,2,1,1,3,1,13,0,2,4,2,3,2,4,-1,-1,-1,1,1,7,1,1,0,0,0,0,0,3,0,0,0,1,4,5,5,4,3,0,0,0,0,0,0,1,0,0,0,0,2,7,1,91
7,0,0,0,0,0,2,16,2,0,0,0,0,72,5,98,98,97,0,0,0,7,2,1,1,6,1,3,0,2,8,0,0,2,-1,-1,-1,-1,1,1,3,1,1,0,0,0,0,4,1,0,3,2,3,1,1,1,1,3,1,2,3,4,5,0,0,0,1,1,8,0,-1,0,91
1,0,0,2,766,40,1,22,2,2,0,0,2,27,14,12,12,12,2,1,1,1,1,1,2,3,1,12,12,2,6,0,0,5,4,3,-1,5,1,1,8,1,1,1,1,1,1,0,1,1,0,0,1,4,2,1,1,1,0,0,0,0,0,0,8,0,0,0,0,2,2,2,91
1,0,0,2,349,45,1,20,2,2,0,0,2,60,9,98,98,10,0,0,0,0,1,1,2,6,8,13,13,2,5,2,2,7,-1,-1,-1,-1,1,1,3,1,1,1,1,1,2,4,2,1,3,1,2,2,4,2,4,4,2,4,3,5,1,0,0,0,1,1,1,0,-1,2,91
1,0,0,2,475,48,5,0,0,0,0,0,0,21,13,10,97,97,1,0,7,7,1,1,2,3,4,12,12,2,6,0,0,0,5,9,-1,4,1,2,5,4,3,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,2,1,4,5,3,0,1,0,1,1,2,1,1,-1,91
1,0,0,2,468,36,2,23,2,0,0,0,0,55,14,8,8,97,1,0,0,7,2,1,2,4,1,10,8,0,5,0,0,5,4,5,-1,4,1,3,3,1,1,0,0,0,0,0,3,0,0,0,2,2,4,6,2,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,91
